iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,success_rate,constraint_violation,num_samples,time_VF,VF_error_before,VF_error_after,eval_score,eval_success
20,17.6535165309906,-1904.8062736528861,100.54443773498586,-1261.188839858869,-2071.71647952797,"(0.0, 380390)",183.7308567876319,0.05,0.2127082347869873,4.008562803268433,0.024890535,0.030575447,-2016.2825140471277,0.0,380390,40000,14.073800086975098,0.0036806353123690445,0.0034092518903916518,-1929.8068122805867,"(0.0, 48150)"
21,18.75675940513611,-1909.2160203771114,97.73829720800298,-1106.3279263880956,-2072.2401861846797,"(0.0, 381200)",187.11577479976242,0.05,0.14176297187805176,4.02440333366394,0.024998888,0.028455501,-2005.5758646801262,0.0,381200,40000,13.801660299301147,0.002756541334560496,0.0026770587787631863,-1863.5666433032136,"(0.0, 46540)"
22,20.952667474746704,-1913.255924519108,111.32699806240836,-844.7139454784603,-2075.1601149144644,"(0.0, 382070)",180.35620627096165,0.05,0.12312912940979004,4.08759880065918,0.025333045,0.030212924,-1996.3438706640243,0.0,382070,40000,15.87117862701416,0.005420599457105065,0.005199003034766904,-1911.468234541443,"(0.0, 47740)"
23,17.549671411514282,-1896.1683977237626,123.56731131729919,-906.8976550563976,-2276.4149572847646,"(0.0, 378700)",169.62841656091575,0.05,0.27933382987976074,4.5608603954315186,0.024561591,0.029032648,-1986.3263233699981,0.0,378700,40000,13.564864873886108,0.005919839497195096,0.00547746845233622,-1885.6698386608516,"(0.0, 47090)"
24,19.876006841659546,-1909.3812258823652,85.77599797535623,-1464.2648159804144,-2074.8652077174356,"(0.0, 381210)",181.44769337650814,0.05,0.166107177734375,4.635728597640991,0.024246419,0.02794466,-1978.6318136212349,0.0,381210,40000,14.22306513786316,0.002468213361219364,0.0021316756364473783,-1894.355080438726,"(0.0, 47320)"
25,20.726820945739746,-1901.243033458563,111.72726800016912,-1276.5012247335108,-2095.0041535077603,"(0.0, 379750)",195.17734423827687,0.05,0.11798787117004395,4.016857385635376,0.024914568,0.026618278,-1970.8929356049678,0.0,379750,40000,14.66947317123413,0.004391691327254057,0.00420215816021603,-1907.3885536556197,"(0.0, 47610)"
26,18.224808931350708,-1899.5610641784897,95.46737768226266,-1280.424997053483,-2124.5656363733124,"(0.0, 379390)",198.73128183658517,0.05,0.19710993766784668,3.9570486545562744,0.024500387,0.025893193,-1963.75974846232,0.0,379390,40000,13.929340124130249,0.003242673002450889,0.003127184830081784,-1794.5443253095673,"(0.0, 44940)"
27,17.729254484176636,-1895.3919735643583,140.9715751756912,-595.406309625568,-2132.283993874295,"(0.0, 378550)",177.01904247515753,0.05,0.13103556632995605,4.3224310874938965,0.024924202,0.03394458,-1956.922970972524,0.0,378550,40000,15.480868101119995,0.008235199122910987,0.007771303114258623,-1802.1108180670885,"(0.0, 44990)"
28,17.82412338256836,-1912.4563772874005,158.63290223300308,-810.0834687392362,-3337.638434277338,"(0.0, 381980)",179.2399766377042,0.05,0.19943714141845703,3.954383134841919,0.024760239,0.026661526,-1952.4763116040117,0.0,381980,40000,15.185200452804565,0.008409242129762563,0.007649023701512655,-1818.1244577694688,"(0.0, 45480)"
29,19.311397552490234,-1873.7751399480248,171.68606498152454,-846.2451480123054,-2284.5797942800978,"(0.0, 374500)",203.29134714043212,0.05,0.22951674461364746,4.297433137893677,0.0245418,0.02536209,-1944.606194438413,0.0,374500,40000,14.399694204330444,0.010294737712969175,0.009141401162416992,-1816.500297977314,"(0.0, 45350)"
30,18.463274240493774,-1905.0284072864993,111.22684283156693,-1324.6075719904145,-2726.8057503883647,"(0.0, 380460)",187.5638062783445,0.05,0.12671709060668945,3.5441014766693115,0.025277438,0.027117176,-1940.6484157232217,0.0,380460,40000,12.941872358322144,0.004740767243811194,0.003998492860547302,-1885.237374480242,"(0.0, 47080)"
31,17.84132695198059,-1901.2487043212175,114.27602047834655,-950.9366567043296,-2284.129758431426,"(0.0, 379630)",195.0378543668398,0.05,0.20161938667297363,3.9313597679138184,0.025245663,0.025323883,-1936.7084445830212,0.0,379630,40000,15.545886039733887,0.004556332392554907,0.004342543398686016,-1850.8081301584555,"(0.0, 46270)"
32,17.89266800880432,-1889.0716078252362,159.72809553253393,-403.6809982276699,-2584.8765560253178,"(0.0, 377430)",196.14391588056714,0.05,0.23343920707702637,3.883711338043213,0.024565522,0.026099106,-1931.9447609072427,0.0,377430,40000,11.708238363265991,0.009085239503951896,0.008713155357320151,-1818.6189552955857,"(0.0, 45490)"
33,18.061172008514404,-1884.6880157334201,161.70904789560896,-573.1452470609705,-2284.2734676122686,"(0.0, 376560)",199.56234832442416,0.05,0.2190253734588623,4.303699254989624,0.024609124,0.027333865,-1927.2190863898604,0.0,376560,40000,10.873926639556885,0.009570951562899058,0.00902773200763277,-1853.084074038399,"(0.0, 46350)"
34,20.498351097106934,-1876.070562810523,154.38023397501323,-922.4151566109657,-2173.181533797938,"(0.0, 374870)",185.63105460905766,0.05,0.20508718490600586,3.6369450092315674,0.024532419,0.028645422,-1922.1042340319268,0.0,374870,40000,13.617079496383667,0.009314227240614056,0.008690975892782362,-1817.0020646629737,"(0.0, 45460)"
35,21.040571928024292,-1883.1290661231678,151.4763380911815,-1030.474636146174,-2495.0816934266277,"(0.0, 376370)",187.52073909045325,0.05,0.2423717975616455,4.553825378417969,0.024750993,0.028619247,-1918.206717241051,0.0,376370,40000,13.993680000305176,0.008402687161156849,0.007972671346953616,-1866.5672335932024,"(0.0, 46640)"
36,20.848775625228882,-1888.999524308985,138.07241150772094,-1195.9827369827826,-2585.2129212134405,"(0.0, 377590)",193.85617371937906,0.05,0.2406301498413086,4.516200304031372,0.025099363,0.026025899,-1915.2859979478444,0.0,377590,40000,14.2157301902771,0.007180062769571851,0.006604234985730048,-1855.5702979583282,"(0.0, 46460)"
37,18.043816566467285,-1868.9239550908542,193.28216463288385,-911.3878101428633,-2616.4971600332124,"(0.0, 373590)",194.46225122156295,0.05,0.17760467529296875,4.143029451370239,0.025254937,0.026688874,-1910.6497936621454,0.0,373590,40000,14.300456523895264,0.015432686311615606,0.014256872832654859,-1832.4722902498386,"(0.0, 45920)"
38,18.000001192092896,-1867.1917014784203,166.86215816323707,-762.5567333201552,-2385.0040135089744,"(0.0, 373220)",192.33424828640221,0.05,0.26296281814575195,4.221879005432129,0.025161304,0.026531842,-1906.303984443773,0.0,373220,40000,13.169657945632935,0.010035626514139726,0.009406408124295744,-1782.5021717679017,"(0.0, 44620)"
39,20.189834594726562,-1869.312474551467,139.0336994206344,-1181.961875448323,-2162.702060552647,"(0.0, 373520)",201.3041770454586,0.05,0.21081948280334473,3.421320915222168,0.025032453,0.025775194,-1902.6048334545426,0.0,373520,40000,11.272989273071289,0.007050989312357849,0.006704289932403402,-1891.9060322204637,"(0.0, 47340)"
40,19.746522903442383,-1883.5114373166798,133.3056837240878,-1086.8412041131048,-2326.199760866907,"(0.0, 376320)",201.28547393168293,0.05,0.15551543235778809,3.5740368366241455,0.025364503,0.02527668,-1900.6954938407562,0.0,376320,40000,14.906491756439209,0.005939415649359796,0.005662161447681298,-1847.5144721621516,"(0.0, 46200)"
41,18.46182107925415,-1863.5972599944619,209.36656641967127,-345.5532153583227,-2485.5511559725974,"(0.0, 372900)",211.56580989380993,0.05,0.10667157173156738,4.260285139083862,0.02506893,0.025263852,-1896.9856704561269,0.0,372900,40000,13.613656520843506,0.014785088118395533,0.014431278122047364,-1774.4531859389606,"(0.0, 44430)"
42,19.11230707168579,-1840.453479706284,228.00895889192773,-402.56385536641574,-2117.1941412948418,"(0.0, 368330)",177.77957937803592,0.05,0.22568273544311523,3.2162492275238037,0.024763234,0.029290903,-1891.3324513811426,0.0,368330,40000,16.323089838027954,0.019560878803618703,0.019239364562484734,-1858.7961190078183,"(0.0, 46470)"
43,20.08110499382019,-1846.932197773309,197.25566613226036,-820.1714245191973,-2173.4468758494013,"(0.0, 369360)",180.14746216395034,0.05,0.1358332633972168,4.047053337097168,0.02465646,0.028928176,-1886.8924260203594,0.0,369360,40000,15.20149850845337,0.015777729067985097,0.014670431751201956,-1837.9827774438186,"(0.0, 45980)"
44,19.98653554916382,-1834.9274188919392,266.05351194384036,-71.13585266035928,-2460.658528183325,"(0.0, 367120)",187.2514241678705,0.05,0.12826108932495117,3.7177982330322266,0.025007688,0.026956707,-1881.6959253075174,0.0,367120,40000,16.685320615768433,0.024791118415069806,0.02375877023432816,-1799.8806556500679,"(0.0, 45060)"
45,20.089308500289917,-1834.7158736926947,237.6451222573863,-369.7999774286622,-2053.4442941655266,"(0.0, 367090)",191.8738704923881,0.05,0.22943997383117676,4.441770792007446,0.024842279,0.025370782,-1876.997920146035,0.0,367090,40000,13.710368394851685,0.01881785331515418,0.018003501667545573,-1776.5505034589514,"(0.0, 44510)"
46,21.994191646575928,-1820.103247774426,280.14510936765595,-434.27266439705,-2542.87471499856,"(0.0, 364290)",194.20703306450577,0.05,0.15080022811889648,3.78629732131958,0.024917651,0.026120793,-1871.3084529088742,0.0,364290,40000,15.763207197189331,0.028568225708710687,0.027387280230264124,-1836.415986493805,"(0.0, 45920)"
47,19.777722120285034,-1827.0524508921167,223.61090432732365,-653.2624268949659,-2082.880319182116,"(0.0, 365630)",185.47071560820092,0.05,0.24537301063537598,3.916635036468506,0.024871254,0.028830316,-1866.8828527071985,0.0,365630,40000,15.372496604919434,0.020237140607809,0.018708720068648863,-1712.8772943976792,"(0.0, 43000)"
48,19.915213346481323,-1784.9310654031754,296.05936085339033,-584.4957191187024,-2032.5163203983502,"(0.0, 357410)",195.55855330748497,0.05,0.1624140739440918,3.4143900871276855,0.02509934,0.026463179,-1858.687673976796,0.0,357410,40000,17.22974157333374,0.03269608552985803,0.03035172763556911,-1861.807314448176,"(0.0, 46500)"
49,20.680503845214844,-1768.5167852544407,334.0874048331434,-119.23705854763504,-2343.8927363498606,"(0.0, 354470)",190.06820743475689,0.05,0.16756296157836914,3.9395477771759033,0.02466664,0.026150208,-1849.6705851045604,0.0,354470,40000,14.241243362426758,0.0397958780166947,0.037960741549006416,-1836.4669267588633,"(0.0, 45860)"
50,19.780606269836426,-1808.705567354453,279.0539306893604,-374.6330558923666,-2022.6728594277263,"(0.0, 361900)",181.4258423358494,0.05,0.23699164390563965,3.4659457206726074,0.024622232,0.027093874,-1845.5740833295497,0.0,361900,40000,15.720526456832886,0.02892941669588343,0.026740181769637158,-1855.8625484091258,"(0.0, 46350)"
51,20.174054861068726,-1808.0052039180707,281.29909325451655,-431.12344094644226,-2281.9950280018907,"(0.0, 362010)",186.5405161246626,0.05,0.2234354019165039,3.293346405029297,0.024389615,0.026357785,-1841.8171953884018,0.0,362010,40000,15.20777678489685,0.028051413143333623,0.02636700045127617,-1841.9918028615848,"(0.0, 45990)"
52,19.955084800720215,-1785.4744204181875,314.4794523212595,-498.40439829607845,-2493.5933760329226,"(0.0, 357670)",183.276147199856,0.05,0.1702890396118164,3.9653160572052,0.02481634,0.028329462,-1836.1829178913806,0.0,357670,40000,18.577484130859375,0.03362603584785428,0.03197639270940919,-1788.4273861497322,"(0.0, 44720)"
53,19.84824228286743,-1794.724618162809,298.4987542354735,-387.0168993115304,-2477.107259302583,"(0.0, 359440)",185.89919094309934,0.05,0.168745756149292,3.481194019317627,0.024379667,0.026439438,-1832.0370879185234,0.0,359440,40000,15.995662927627563,0.030330851659215067,0.028695366684893933,-1598.6201443248217,"(0.0, 40190)"
54,18.099321603775024,-1816.4062138872519,293.7037133659434,-262.5161939137377,-2282.758181809926,"(0.0, 363540)",187.71883250099413,0.05,0.17429137229919434,3.5702662467956543,0.025389694,0.026193038,-1830.4740005153963,0.0,363540,40000,16.89983057975769,0.028724666816726058,0.02688133444551201,-1647.995808425853,"(4.0, 42210)"
55,20.694658517837524,-1785.5836306814808,329.267275843535,-379.8807682025797,-2257.5237572720275,"(0.0, 357730)",190.77075234944192,0.05,0.21178650856018066,4.332130432128906,0.024985572,0.027406707,-1825.9849635320047,0.0,357730,40000,14.302592754364014,0.038678899508351884,0.036211178621347866,-1713.8406338541945,"(0.0, 43040)"
56,19.77655792236328,-1795.2915806937474,294.54735244382925,-376.26989211443004,-2129.593910759512,"(0.0, 359460)",181.13863701384815,0.05,0.17314624786376953,4.466408967971802,0.024667118,0.028170656,-1822.915625248179,0.0,359460,40000,15.719066143035889,0.027715500292081016,0.02574017817325954,-1810.0652335487896,"(0.0, 45280)"
