iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,success_rate,constraint_violation,num_samples,time_VF,VF_error_before,VF_error_after,eval_score,eval_success
0,16.838560104370117,-2594.1016031482936,490.76583346327027,-1930.311442389711,-3941.1487140084096,"(0.0, 517620)",215.76197378120136,0.05,0.18144750595092773,3.986093521118164,0.022934753,0.0214023,-2594.1016031482936,0.0,517620,40000,7.841513156890869,0.9998582117207394,0.09063099703691785,-2129.338970990086,"(0.0, 53110)"
1,15.851698398590088,-2379.3253257475244,403.234084124858,-1903.5653214663282,-3629.2875980914737,"(0.0, 474760)",206.44927133984916,0.05,0.16547775268554688,2.9870684146881104,0.024226176,0.023478288,-2572.6239754082167,0.0,474760,40000,12.917675495147705,0.09552841391312364,0.03618226688736676,-2132.7565311366657,"(0.0, 53180)"
2,16.781741857528687,-2273.105774832223,351.57145854068057,-1810.9184694302985,-3809.4130995945625,"(0.0, 453560)",192.40441590969522,0.05,0.17099905014038086,3.007821559906006,0.024352137,0.024291243,-2542.6721553506177,0.0,453560,40000,12.538224935531616,0.030727453070663137,0.02599812605261252,-2089.749816590628,"(0.0, 52120)"
3,17.373307943344116,-2196.955748701779,304.8443515075037,-1918.8310899951034,-3470.6013647994787,"(0.0, 438390)",185.99703541076033,0.05,0.17438316345214844,2.90122127532959,0.024559192,0.024999702,-2508.100514685734,0.0,438390,40000,16.656373262405396,0.025325924881716345,0.023104177730677355,-2023.8779533025465,"(0.0, 50500)"
4,17.16336178779602,-2064.999258856767,175.96913984332866,-1373.2356228144208,-3086.8303427767983,"(0.0, 412180)",187.69201342868973,0.05,0.17322516441345215,3.049811840057373,0.023856537,0.025016624,-2463.7903891028373,0.0,412180,40000,15.169183015823364,0.01773152111698307,0.010933954197005519,-2015.6321826239955,"(0.0, 50270)"
5,17.644487619400024,-2043.2240808381957,146.16186572003136,-1799.6827126750682,-3054.9541328521973,"(0.0, 407830)",194.47399835194776,0.05,0.18413686752319336,3.3619275093078613,0.024711343,0.02448104,-2421.733758276373,0.0,407830,40000,15.417527675628662,0.00883842992782409,0.00789217214548709,-2020.8179873646138,"(0.0, 50410)"
6,18.33926486968994,-2013.3198491456733,110.94877358553305,-1484.2073411974782,-2665.14442616463,"(0.0, 401930)",184.32369292348017,0.05,0.1764359474182129,3.2964327335357666,0.024456607,0.02527409,-2380.892367363303,0.0,401930,40000,16.528764009475708,0.005576801432939834,0.004728720252946874,-2016.8488300295603,"(0.0, 50310)"
7,17.242650985717773,-2009.4762411294444,112.269913333469,-1164.5475489355451,-2874.4733905739367,"(0.0, 401200)",194.22345661482697,0.05,0.1954810619354248,3.7305996417999268,0.02428457,0.02398937,-2343.7507547399173,0.0,401200,40000,16.138384342193604,0.005305082647820934,0.004889508791522268,-2014.779670868913,"(0.0, 50260)"
8,19.73356032371521,-1999.7146750892111,74.45048261253541,-1407.2634259213005,-2455.6030579645794,"(0.0, 399200)",189.66703347892067,0.05,0.13390707969665527,4.212913513183594,0.02426429,0.026188005,-2309.347146774847,0.0,399200,40000,16.97115135192871,0.0024593004811496594,0.002223427036664953,-2028.468885183807,"(0.0, 50610)"
9,19.300663471221924,-2001.3050212753435,54.71135711750898,-1799.2209969418004,-2436.1140510181594,"(0.0, 399490)",191.56513510708095,0.05,0.2438952922821045,4.1610658168792725,0.024097411,0.024085302,-2278.5429342248967,0.0,399490,40000,13.965107679367065,0.0015281368110220694,0.0013913370440846416,-2032.8594787012134,"(0.0, 50730)"
10,19.66064977645874,-1999.1073686657523,74.56252648868025,-1432.2401349278382,-2614.9406079397036,"(0.0, 399150)",181.89550534009672,0.05,0.24554848670959473,4.35257363319397,0.024467418,0.024514075,-2250.599377668982,0.0,399150,40000,12.557289600372314,0.0022052716055886014,0.0021403441815747663,-1968.8434872373314,"(0.0, 49180)"
11,21.59596014022827,-1999.0710863067675,88.65713841262068,-1682.1488669167163,-2976.934968792612,"(0.0, 399110)",192.47566559304155,0.05,0.2348330020904541,4.430645227432251,0.024288684,0.025668645,-2225.4465485327605,0.0,399110,40000,12.739453554153442,0.0036062887615551896,0.0034333720429957425,-1987.7747960478882,"(0.0, 49610)"
12,20.084623098373413,-1997.9152090949083,92.42872604674686,-1711.900413711459,-2906.099131144892,"(0.0, 398920)",206.16629612280533,0.05,0.292025089263916,3.912309408187866,0.024599725,0.02286951,-2202.6934145889754,0.0,398920,40000,13.027774333953857,0.004452916640911846,0.004260754773891093,-2067.449668227405,"(0.0, 51570)"
