iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,success_rate,constraint_violation,num_samples,time_VF,VF_error_before,VF_error_after,eval_score,eval_success
20,11.365119934082031,-1946.0347846860707,235.9466196641152,-521.5597147475754,-2605.7197234767264,"(0.5, 389790)",137.36334107088763,0.05,0.07415604591369629,1.5027210712432861,0.024949199,0.037922658,-1979.3063533076538,0.5,389790,40000,4.766557455062866,0.021339460992526354,0.020033207155946732,-1903.3118885254999,"(0.0, 47630)"
21,11.269876480102539,-1947.4541869026725,196.5252439122893,-478.58210591636737,-2254.6413703809103,"(0.0, 389560)",134.14011076059768,0.05,0.07697558403015137,1.4613075256347656,0.025295444,0.043839652,-1976.1211366671557,0.0,389560,40000,5.039880752563477,0.01552768746497135,0.014329214874485002,-1769.5471541184195,"(0.0, 44560)"
22,10.567743062973022,-1910.91714035067,265.9142769111928,-512.6247047310502,-2183.4364599073683,"(0.0, 383320)",142.7651087567714,0.05,0.07613158226013184,1.487356424331665,0.025025228,0.038769096,-1969.6007370355073,0.0,383320,40000,5.308239698410034,0.027642760830573238,0.025755589575464265,-1845.862838413497,"(4.0, 46550)"
23,10.480125188827515,-1902.771232059779,313.5203116340377,-118.5909471353999,-2507.1417275791587,"(1.5, 382900)",137.34680767858092,0.05,0.07938575744628906,1.4928631782531738,0.025143668,0.038270816,-1962.9177865379345,1.5,382900,40000,5.48776912689209,0.036478323753533916,0.03319398790479176,-1793.311357218742,"(4.0, 45390)"
24,10.680500984191895,-1890.5261834071312,307.7257524479743,-529.0346382691429,-2515.1138530306857,"(0.0, 378980)",138.10150511575424,0.05,0.07477688789367676,1.513460397720337,0.025043247,0.039333288,-1955.6786262248543,0.0,378980,40000,5.2535035610198975,0.03605363662580981,0.03200060529006497,-1855.2157275936772,"(0.0, 46510)"
25,12.574110269546509,-1861.2355420914337,345.00278264160175,-350.55639283342066,-2645.806469515317,"(0.5, 375120)",132.72727402166188,0.05,0.07575678825378418,1.4817736148834229,0.02528316,0.044517558,-1946.2343178115123,0.5,375120,40000,4.990294933319092,0.04382098414556226,0.04187983250533365,-1782.1594870855363,"(4.0, 45320)"
26,10.767125844955444,-1885.5365503988933,323.246073015442,-363.611984943542,-2805.637853674027,"(0.5, 379160)",139.26777275080354,0.05,0.07625818252563477,1.5418033599853516,0.025146538,0.03760778,-1940.1645410702504,0.5,379160,40000,4.89456844329834,0.03696143339444768,0.03546450354168353,-1721.142067165589,"(4.0, 43820)"
27,11.277672290802002,-1856.9345047242587,368.4949715473,38.302499419676465,-2754.7663391932124,"(1.0, 374600)",147.515086295259,0.05,0.07675290107727051,1.5065927505493164,0.025377398,0.035652347,-1931.8415374356512,1.0,374600,40000,4.974402666091919,0.047345678119947415,0.04409630218798186,-1789.5864757869183,"(0.0, 44990)"
28,11.874835968017578,-1862.0288918028932,344.3270481742041,-267.73275037771253,-2232.781603197935,"(1.5, 374800)",152.9502527129869,0.05,0.07344532012939453,1.486631155014038,0.025334327,0.0344052,-1924.8602728723754,1.5,374800,40000,4.469718933105469,0.04310358364266411,0.040408745113538765,-1776.5346889209238,"(0.0, 45010)"
29,11.167543888092041,-1891.7456747917347,308.4153474259814,-313.9119327215511,-2593.8429807931543,"(0.5, 380580)",138.5351233406437,0.05,0.07767128944396973,1.5515902042388916,0.025377534,0.03740037,-1921.5488130643114,0.5,380580,40000,4.338536739349365,0.03727204474256155,0.032803896533132065,-1829.314154397848,"(0.0, 46040)"
30,10.373014688491821,-1839.981877060286,380.80143712948785,276.5173799637226,-2594.951502525208,"(1.0, 371420)",132.1153410729585,0.05,0.07654118537902832,1.522226095199585,0.024778537,0.039615896,-1913.3921194639088,1.0,371420,40000,3.9190175533294678,0.04851048045807019,0.045554428782851104,-1784.2705598521998,"(0.0, 44900)"
31,10.67230749130249,-1825.4314769081986,419.52710275306794,-171.76128613380396,-2784.5429944217017,"(0.5, 368200)",142.05359514015117,0.05,0.07604622840881348,1.5025386810302734,0.025130423,0.037145738,-1904.596055208338,0.5,368200,40000,3.422017812728882,0.05516633166412102,0.05309829088991541,-1724.4162126656133,"(4.0, 43720)"
32,11.281758308410645,-1784.4780521019698,451.1933363640488,706.2855211206271,-2203.9679648176757,"(1.0, 361870)",143.64321651539294,0.05,0.07742714881896973,1.4800519943237305,0.024827657,0.036798097,-1892.5842548977012,1.0,361870,40000,4.399038076400757,0.06760600043913775,0.06540670240410645,-1680.2707420432905,"(4.0, 43000)"
33,11.670481443405151,-1742.1141762369118,492.28733803566246,333.274309550479,-2494.223264131849,"(3.0, 355600)",143.5581785022318,0.05,0.07563400268554688,1.4835023880004883,0.025486935,0.034905102,-1877.5372470316222,3.0,355600,40000,4.516755104064941,0.08446437753329579,0.07945884388368951,-1637.600270807999,"(0.0, 41970)"
34,12.171298265457153,-1766.4903139001544,476.9755151334536,266.85341088028116,-2343.269871667753,"(1.0, 359100)",138.62904225243744,0.05,0.07265210151672363,1.4640064239501953,0.025027184,0.03841256,-1866.4325537184754,1.0,359100,40000,4.066818714141846,0.07371089416388718,0.07066200890032745,-1604.0625720287896,"(4.0, 41280)"
35,11.771068096160889,-1735.2299671325952,513.2088511528037,1.3384046533652807,-2764.872414126821,"(1.0, 353190)",141.25750870778504,0.05,0.0763704776763916,1.4680240154266357,0.025254171,0.03650012,-1853.3122950598874,1.0,353190,40000,4.104717969894409,0.08290922139115717,0.07744269653926211,-1621.4966878786042,"(0.0, 41420)"
36,10.873244285583496,-1679.7813234717191,516.1872726357232,263.807337965333,-2623.67657568024,"(2.5, 342810)",134.15816452236447,0.05,0.07514047622680664,1.463322401046753,0.025072314,0.038819138,-1835.9591979010706,2.5,342810,40000,4.176038503646851,0.09560988109469015,0.08729729308355141,-1457.8074350025404,"(4.0, 38170)"
37,12.674887895584106,-1687.9024816701244,488.46760771738616,-191.54562704882366,-2237.8201201520474,"(0.5, 342550)",136.92191885210497,0.05,0.07540440559387207,1.458592414855957,0.024813626,0.037395142,-1821.1535262779762,0.5,342550,40000,3.8210277557373047,0.08095819330580228,0.07790564134235406,-1352.6330136754802,"(4.0, 35670)"
38,11.869448184967041,-1647.6709236350312,562.3404015305842,1712.3723290968992,-2483.0370774637977,"(2.0, 339590)",141.13867357631136,0.05,0.07573699951171875,1.520801305770874,0.02475596,0.03608963,-1803.8052660136818,2.0,339590,40000,4.0383007526397705,0.11989070609190844,0.11470975766256075,-1339.2337733616823,"(8.0, 35550)"
39,11.969698667526245,-1572.627657760356,624.0405471375522,1008.8239695786613,-2305.7026439643264,"(5.0, 328470)",138.553795087692,0.05,0.07989740371704102,1.5281848907470703,0.025092384,0.035825513,-1780.6875051883494,5.0,328470,40000,4.789310455322266,0.1434499204706529,0.13095308596680216,-1342.623470276431,"(8.0, 35480)"
40,11.67479133605957,-1593.8300513323293,586.6800922440997,513.0176370821965,-2418.0909849304003,"(1.0, 327090)",137.62652654951648,0.05,0.07584500312805176,1.47013258934021,0.025336007,0.03694181,-1762.0017598027475,1.0,327090,40000,4.31527853012085,0.11368149764486635,0.10558886368198293,-957.7306484204308,"(12.0, 30080)"
41,11.680831670761108,-1539.648324597195,596.4627730151302,460.977423174432,-2223.1334010891474,"(3.5, 318900)",139.51558890755052,0.05,0.0755929946899414,1.4748506546020508,0.025196569,0.035704114,-1739.7664162821923,3.5,318900,40000,5.3551108837127686,0.1278107609635432,0.12196506663930515,-935.8886249754746,"(4.0, 27060)"
42,11.474170446395874,-1450.0407839169657,640.085658965985,223.8924877901038,-2553.180726376314,"(4.5, 304190)",135.8020175218539,0.05,0.07454681396484375,1.4745149612426758,0.0247235,0.0373109,-1710.7938530456697,4.5,304190,40000,4.999760627746582,0.170688660709808,0.16036540068687838,-739.845126126951,"(8.0, 22680)"
43,12.27335262298584,-1391.8926727489422,659.3688992035999,1024.769157216033,-2333.039366721745,"(5.5, 297160)",129.6113985193312,0.05,0.0788881778717041,1.5062007904052734,0.02505149,0.038854674,-1678.903735015997,5.5,297160,40000,4.82679295539856,0.20219058703131784,0.18874136048782117,-863.336611111629,"(4.0, 24230)"
44,13.578225374221802,-1354.5913676138082,619.2149964989906,262.3728485112361,-2324.345304277012,"(5.0, 286630)",136.94798666447477,0.05,0.07520294189453125,1.4709208011627197,0.024759794,0.036453087,-1646.472498275778,5.0,286630,40000,4.766662120819092,0.1721009719998195,0.16366219987361283,-776.8352170667916,"(8.0, 22970)"
45,11.777310132980347,-1310.9668183485076,706.8167248109949,922.65704739479,-2484.1036198219895,"(8.5, 286090)",142.22728499873912,0.05,0.08020830154418945,1.4360287189483643,0.02497851,0.035081245,-1612.921930283051,8.5,286090,40000,4.154549598693848,0.21617638885499052,0.20115532535901923,-702.8897991771141,"(4.0, 21030)"
46,12.479560852050781,-1323.108762767529,623.6632856256427,366.42618472417405,-2300.077234543407,"(4.0, 280810)",135.9573688620336,0.05,0.07774877548217773,1.51804518699646,0.02494113,0.03663373,-1583.940613531499,4.0,280810,40000,4.600273370742798,0.18977889909716258,0.17582949129108955,-510.48466530356256,"(4.0, 17600)"
47,11.381951332092285,-1383.490444896677,610.9756811516656,723.1100380485556,-2345.463091361836,"(4.5, 292070)",138.93292617273528,0.05,0.07726597785949707,1.4811859130859375,0.02495593,0.03605183,-1563.8955966680167,4.5,292070,40000,4.06364631652832,0.17281483314907767,0.16060831172286272,-624.7953725241389,"(8.0, 19620)"
48,12.575708150863647,-1180.4255381185324,660.2853274872909,824.9114899942231,-2172.3183062238395,"(7.0, 259080)",135.0749705986826,0.05,0.07674956321716309,1.4970571994781494,0.024896149,0.037485402,-1525.5485908130681,7.0,259080,40000,4.563206195831299,0.26065321932893937,0.23206537205594396,-534.7485259568135,"(8.0, 18040)"
49,11.869909524917603,-1102.707373831768,650.4167819548192,1195.2699950811184,-2162.604428451965,"(9.0, 247800)",139.94070606153252,0.05,0.07535314559936523,1.5290164947509766,0.024965748,0.035756703,-1483.264469114938,9.0,247800,40000,4.174755573272705,0.2841268416791951,0.26483029952584713,-359.31883286308636,"(8.0, 14540)"
50,12.072416305541992,-996.1174938194163,658.978915573242,951.8621683281497,-2206.346247234751,"(10.0, 229880)",138.02818950448952,0.05,0.07456731796264648,1.4541065692901611,0.024865117,0.035571508,-1434.5497715853858,10.0,229880,40000,4.007586717605591,0.30606087675684934,0.2802964041505893,-439.3584247851085,"(4.0, 14560)"
51,13.474758863449097,-900.3349726113852,677.1184129087543,1791.6231415525554,-2182.268020229351,"(13.5, 218050)",142.53581671080886,0.05,0.07560420036315918,1.4807636737823486,0.02512463,0.035723988,-1381.128291687986,13.5,218050,40000,4.151693105697632,0.3802175586611722,0.3604711554868462,-494.3347115209435,"(4.0, 16430)"
52,13.382767677307129,-918.9050046830761,694.9895852905026,2126.459009093318,-2102.101510670361,"(8.5, 214930)",138.55804081927002,0.05,0.08094620704650879,1.4509913921356201,0.024849204,0.036007166,-1334.905962987495,8.5,214930,40000,4.208366870880127,0.3717354099838147,0.35020300426201867,-305.3639789056895,"(12.0, 15520)"
53,12.075483798980713,-933.8406055368536,656.421358054625,1247.5560536974692,-2062.4101897213627,"(10.5, 218020)",140.04359075297248,0.05,0.07600831985473633,1.4950754642486572,0.024893377,0.03530573,-1294.799427242431,10.5,218020,40000,3.819965362548828,0.3469800829534535,0.3201535780742459,-320.786672369992,"(16.0, 14650)"
54,13.277684211730957,-925.0236717186282,726.0779517056001,2117.846377273148,-2062.1702158661174,"(11.5, 221040)",139.82811949357583,0.05,0.07646584510803223,1.4987916946411133,0.025086122,0.035312805,-1257.8218516900506,11.5,221040,40000,4.888265132904053,0.3608982987035702,0.3430253531798324,-388.46455623810766,"(8.0, 13980)"
55,12.37942385673523,-759.5530193411438,657.1836139590823,1085.7357919668264,-1995.325847865218,"(14.5, 193340)",138.71010382979196,0.05,0.07451844215393066,1.5129079818725586,0.025383107,0.03660734,-1207.99496845516,14.5,193340,40000,5.017169952392578,0.43021846817722165,0.3898720734341059,-303.46345300420546,"(12.0, 14000)"
56,13.278281450271606,-759.8988883610384,704.0427960041854,1723.1495873839078,-2008.1049015036226,"(13.5, 196110)",143.719076855468,0.05,0.07599949836730957,1.475130558013916,0.024932368,0.033746693,-1163.1853604457478,13.5,196110,40000,5.236912965774536,0.4256097602382916,0.4015432026184312,-305.01948313652576,"(8.0, 13920)"
57,14.279295682907104,-697.4178444977368,607.9051085972632,1010.4707004271513,-1996.6408989286724,"(15.0, 181850)",136.11847834878395,0.05,0.07769131660461426,1.4495623111724854,0.025163407,0.036675036,-1116.6086088509467,15.0,181850,40000,4.261261940002441,0.39801364918004334,0.37080897569612026,-241.18120383582317,"(12.0, 13550)"
58,12.778464794158936,-695.8917612526336,614.6356394562828,1053.7302669259793,-2316.387273421094,"(14.0, 180280)",136.92622645805844,0.05,0.07495784759521484,1.4772155284881592,0.024939744,0.034927856,-1074.5369240911155,14.0,180280,40000,4.140015602111816,0.40255074418864295,0.3719837890117266,-254.1719197939101,"(16.0, 13110)"
59,13.28015398979187,-558.1636233203229,659.7538716971773,1970.668074177106,-1994.520082620695,"(22.5, 168620)",145.3473475610976,0.05,0.07674384117126465,1.4787697792053223,0.025231734,0.03368353,-1022.8995940140362,22.5,168620,40000,4.08574914932251,0.4923023695837622,0.43827996671791825,-266.3493464757265,"(8.0, 13030)"
60,13.075738430023193,-562.1231000083303,655.1271069170887,1710.7856748375957,-2002.587438390734,"(19.5, 164160)",141.80525726632888,0.05,0.07507753372192383,1.6024785041809082,0.025447952,0.034512807,-976.8219446134656,19.5,164160,40000,4.748534917831421,0.4994003181067478,0.44954217861755935,-202.98028397551613,"(16.0, 12540)"
61,13.679221868515015,-612.0034854450846,637.4560261351052,2752.2906562545368,-2002.3078252556754,"(15.0, 167470)",142.5986464897537,0.05,0.07759571075439453,1.5242178440093994,0.025056414,0.03321908,-940.3400986966275,15.0,167470,40000,5.722301483154297,0.481566423074026,0.4460573345639067,-271.636907950388,"(4.0, 12430)"
62,15.28317403793335,-593.6393511806747,641.9042788880357,1339.3692374186812,-2003.5563972762377,"(16.5, 166650)",146.7409483847803,0.05,0.08632445335388184,1.5244998931884766,0.025230344,0.033470362,-905.6700239450322,16.5,166650,40000,5.645712375640869,0.4549119858007495,0.41605594915980604,-295.59448458419195,"(4.0, 12540)"
63,15.688674449920654,-379.80500124352596,649.3382833410444,1568.6381653637004,-1952.2138379522494,"(25.5, 143990)",163.95216507748796,0.05,0.07719922065734863,1.482271671295166,0.024900543,0.030767133,-853.0835216748816,25.5,143990,40000,5.610457420349121,0.5594397378955756,0.49729375101754686,-212.98063042768277,"(12.0, 12180)"
64,14.178277969360352,-494.12503197699783,599.7461315497852,1691.4462845743199,-2004.064472085722,"(21.0, 154780)",141.10710467285537,0.05,0.07573866844177246,1.4564006328582764,0.025298748,0.032658525,-817.1876727050933,21.0,154780,40000,4.685330152511597,0.5473671448281057,0.48474690419226135,-281.2420357873597,"(12.0, 12160)"
65,13.07224726676941,-409.958632053902,614.0905545804538,1972.759919160291,-2007.2222897915751,"(23.0, 142820)",154.68615248298536,0.05,0.07683229446411133,1.4791502952575684,0.025135199,0.03187086,-776.4647686399742,23.0,142820,40000,3.9608817100524902,0.5585297961454304,0.524360516718579,-293.6720160917232,"(12.0, 12270)"
66,14.696311712265015,-429.9343107430328,577.6115157532502,1473.328988297598,-2000.602796228654,"(19.0, 143270)",155.8775141790069,0.05,0.07721638679504395,1.4650378227233887,0.024921881,0.031706292,-741.8117228502801,19.0,143270,40000,3.894423484802246,0.5537329680082683,0.5197193810976424,-395.5371637011229,"(16.0, 14790)"
67,13.572273254394531,-342.70069395927794,607.6881177272826,2494.0461736090424,-1983.363900660627,"(20.0, 130170)",158.2030359836159,0.05,0.07539939880371094,1.48832368850708,0.025268825,0.0313404,-701.9006199611799,20.0,130170,40000,3.6082184314727783,0.6089420348584506,0.5754371805190996,-327.8694895286006,"(12.0, 14530)"
68,14.97568392753601,-355.0555073573937,619.3192875617132,1679.823943495406,-1757.8026041588303,"(26.0, 139140)",154.48356250258115,0.05,0.07528305053710938,1.4686763286590576,0.025335394,0.031721458,-667.2161087008013,26.0,139140,40000,4.4423747062683105,0.584589931532168,0.5305469123047503,-282.5079120355365,"(12.0, 12080)"
69,13.468060731887817,-360.2978931752498,703.3297661405081,2723.426505076499,-1995.0903190136892,"(24.5, 141210)",149.11742736000232,0.05,0.07505512237548828,1.4723482131958008,0.025088724,0.032734565,-636.5242871482462,24.5,141210,40000,4.118445634841919,0.5615570740388341,0.5198432361561532,-247.63799017784885,"(12.0, 11130)"
