iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,cost_mean,cost_std,cost_max,cost_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,success_rate,average_cost,num_samples,time_VF,VF_error_before,VF_error_after,eval_score,eval_success,eval_avg_cost
0,9.435906410217285,-2.1597585517469557,11.320501297221998,73.59892365629193,-8.255414917930349,1.628200000000001,0.3375037184980335,2.5999999999999917,0.49000000000000027,0.0,0.6762843941153133,0.02,0.05428791046142578,1.4626202583312988,0.008123097,0.026502864,-2.1597585517469557,0.0,1.6282000000000008,40000,1.485008955001831,0.9992773176349077,0.7896604180589247,-4.513428208709686,0.0,1.6851999999999998
1,9.449629068374634,-1.4029622633950691,20.475881751163417,238.5756706562632,-8.86509419821767,1.642650000000001,0.3584514995086504,3.660000000000001,0.22000000000000006,0.0,0.9299906172951358,0.02,0.05574941635131836,1.4422621726989746,0.009985665,0.022195557,-2.0840789229117673,0.0,1.6426499999999993,40000,4.501189947128296,0.9085121648018657,0.8427301445180264,-4.336930304517222,0.0,1.6675999999999993
2,9.474326848983765,-1.3264109573221112,12.03954573538035,74.69494342354317,-7.831238085974767,1.6490000000000011,0.3197780480270652,2.3199999999999945,0.3000000000000001,0.0,0.904617553850006,0.02,0.0555117130279541,1.4288442134857178,0.009986481,0.022327626,-2.0083121263528017,0.0,1.6489999999999996,40000,5.255358934402466,0.9066725422177528,0.7669626714548892,-4.059609990605265,0.0,1.5887999999999998
3,9.449469327926636,1.2251136875504633,41.996688773044376,557.6303764128825,-7.7418226718530505,1.665350000000001,0.3271037717605835,2.619999999999988,0.4200000000000001,0.5,0.8711959026051836,0.02,0.05447220802307129,1.4024195671081543,0.009739089,0.030322481,-1.6849695449624753,0.5,1.6653499999999992,40000,6.110063076019287,0.9312284777616484,0.8271894186914475,-4.0983231317033635,0.0,1.5495999999999994
4,9.55333924293518,4.188699982643301,46.98940195782477,424.67257965375427,-9.154348490290687,1.6346500000000008,0.3311161087896511,2.53999999999999,0.3200000000000001,0.0,0.8154341043464803,0.02,0.054940223693847656,1.4710328578948975,0.008118082,0.022076843,-1.0976025922018977,0.0,1.6346500000000006,40000,5.647529602050781,0.8924144590568416,0.8411720708626548,-4.066201523897499,0.0,1.5547999999999995
5,9.47125244140625,6.230830172034281,87.28790586014523,1110.622200562833,-8.038454942979497,1.6303500000000013,0.3250636514592182,2.489999999999991,0.24000000000000007,1.0,0.9282908548520201,0.02,0.054326534271240234,1.3791868686676025,0.008125784,0.018618071,-0.3647593157782798,1.0,1.6303499999999993,40000,5.839160442352295,0.8873844246346207,0.7806373012176864,-4.076214689090432,0.0,1.6063999999999998
6,9.454062223434448,-3.1690185076800983,8.219098806630853,81.27104468915348,-7.863815019713402,1.6378000000000008,0.29252890455474667,2.2799999999999954,0.3300000000000001,0.0,0.7588740288074599,0.02,0.05552792549133301,1.4019103050231934,0.008112169,0.021151718,-0.6451852349684617,0.0,1.6377999999999997,40000,4.9467315673828125,7.185401836040818,0.8248866476223913,-3.6986360101259037,0.0,1.5975999999999992
7,9.552963018417358,0.36364146072032727,32.954285903906225,385.19629264497905,-7.342464943460487,1.6267500000000013,0.2771460580632529,2.4899999999999913,0.5200000000000002,0.5,0.806331934165698,0.02,0.05466771125793457,1.4370460510253906,0.008201566,0.022244299,-0.5443025653995828,0.5,1.6267500000000004,40000,5.6402459144592285,0.9164375776390533,0.8171621713701233,-3.9835774975889042,0.0,1.6111999999999995
8,9.647817611694336,-0.8736977232156938,14.798819224442568,105.08720729797693,-9.26624756828909,1.587950000000001,0.33493028752264264,2.3299999999999943,0.18000000000000002,0.0,0.7631432841657085,0.02,0.05556035041809082,1.4191157817840576,0.008163416,0.0212271,-0.5772420811811939,0.0,1.5879500000000002,40000,5.096712827682495,1.0692076430883124,0.6730016035445349,-3.552133965128525,0.0,1.6007999999999996
9,9.757108688354492,-3.3474623848334475,6.167593749467241,57.17818591315915,-8.2031239750271,1.6292500000000012,0.2767434506903461,2.369999999999994,0.7300000000000004,0.0,0.7865765475962059,0.02,0.05359768867492676,1.41288423538208,0.0082671195,0.018897086,-0.8542641115464193,0.0,1.6292499999999996,40000,4.982497692108154,1.0908662756412473,0.7948648508309214,-2.350183814498621,0.0,1.7027999999999994
10,9.557265281677246,-0.9437665097737954,13.664297455568372,85.70630721918718,-10.777467244055243,1.5613500000000013,0.29813701128843456,2.1000000000000014,0.21000000000000005,0.0,0.9457359976799165,0.02,0.053289175033569336,1.4148011207580566,0.009998396,0.021940615,-0.863214351369157,0.0,1.5613499999999996,40000,5.713855028152466,0.753373165668339,0.5856525381711959,-2.883919428366464,0.0,1.7451999999999992
11,9.955733060836792,-1.3485205862847909,12.819011763237636,102.74021768130535,-9.255735516648834,1.575100000000001,0.29235250982332955,2.5199999999999902,0.34000000000000014,0.0,0.9316064552611036,0.02,0.05700564384460449,1.4430303573608398,0.009912666,0.022269947,-0.9117449748607205,0.0,1.5750999999999993,40000,5.718811988830566,0.8246014606452139,0.7587701666377966,-1.883225058974761,0.0,1.7287999999999994
12,9.75704312324524,-0.6595874452276206,17.070846850377833,147.37922884987682,-9.599466245556698,1.5845000000000011,0.3151154550319615,2.249999999999996,0.20000000000000004,0.0,0.9342028990913618,0.02,0.05722832679748535,1.4392127990722656,0.009985303,0.022258267,-0.8865292218974106,0.0,1.5844999999999996,40000,5.978448152542114,0.6804880985352456,0.5879224352814387,-2.4971038466445337,0.0,1.6983999999999997
13,10.156206846237183,1.3730016110568395,27.380490788876156,317.63738025430985,-11.920572492800385,1.5493500000000011,0.3228716114804771,2.0300000000000007,0.10999999999999999,0.0,0.9270879689317386,0.02,0.05445456504821777,1.408834457397461,0.009893483,0.026044363,-0.6605761386019855,0.0,1.5493499999999991,40000,5.324557542800903,0.8037620043306944,0.7301652404258036,-2.165217361279312,0.0,1.648
14,9.947503089904785,2.529745405949493,50.304344019000304,648.6873278566927,-9.693682783988313,1.6007500000000012,0.2987104576341446,2.299999999999995,0.2700000000000001,0.5,0.861593052470755,0.02,0.05625319480895996,1.4357826709747314,0.008297543,0.02343962,-0.34154398414683773,0.5,1.6007500000000001,40000,5.3134765625,0.9182336510092886,0.7778911145097145,-3.1469468074103855,0.0,1.6551999999999996
15,10.060454845428467,5.360644069934191,50.47669511908555,582.2915307028559,-11.055304168528812,1.572550000000001,0.34820108773523406,2.1699999999999977,0.17,0.5,0.8923726098424848,0.02,0.053218841552734375,1.4374306201934814,0.0099791065,0.023990834,0.2286748212612651,0.5,1.5725499999999994,40000,5.379371643066406,0.902904398659178,0.7542623632032197,-2.726103496686768,0.0,1.6783999999999997
16,9.753536462783813,6.740377250588524,59.35765535404852,642.5707190709138,-12.986262902988159,1.541300000000001,0.3053625877542961,1.9600000000000015,0.4300000000000002,0.5,0.9598753752240602,0.02,0.0559687614440918,1.468552589416504,0.0098552685,0.021732116,0.879845064193991,0.5,1.5413000000000006,40000,5.251022577285767,0.8088007460313915,0.7179323239913833,-3.0851287929510556,0.0,1.6175999999999997
17,10.051103591918945,10.815077591951113,91.00499597029301,910.37470182377,-13.722890077673728,1.545400000000001,0.341518432884669,2.1699999999999977,0.3200000000000001,1.0,0.8504463147435212,0.02,0.0544743537902832,1.4631478786468506,0.009841862,0.027135864,1.873368316969703,1.0,1.5454,40000,5.443046569824219,0.8877281407284885,0.8257837018412596,-2.4293126563488947,0.0,1.6244
18,9.749788761138916,3.9992692986129477,34.63645998759914,361.5714190423896,-10.974343718228955,1.5091000000000014,0.35617297763867517,2.4899999999999998,0.2900000000000001,0.0,0.8868205791740124,0.02,0.055480241775512695,1.467315912246704,0.009936978,0.02319871,2.0859584151340274,0.0,1.5090999999999988,40000,5.2712695598602295,0.9745296804952673,0.692763908062335,-2.6511429207641295,0.0,1.6675999999999993
