iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,cost_mean,cost_std,cost_max,cost_min,rollout_success,step,time_vpg,time_npg,kl_dist,surr_improvement,surr_cost_improvement,running_score,success_rate,average_cost,num_samples,time_VF,VF_error_before,VF_error_after,time_cost_VF,VF_cost_error_before,VF_cost_error_after,eval_score,eval_success,eval_avg_cost
0,9.852760553359985,-2.1597585517469557,11.320501297221998,73.59892365629193,-8.255414917930349,0.5339500000000004,0.433493826368958,1.7900000000000014,0.0,0.0,0.9,0.059392690658569336,1.4797332286834717,0.008123032,0.026502786,-0.0038973084,-2.1597585517469557,0.0,0.5339499999999999,40000,1.5200567245483398,0.9992773176349077,0.7896604180589247,1.4934821128845215,1.0208516772727532,0.3176607249112241,-4.513428264518604,0.0,0.8472
1,9.676423788070679,-1.4081092056278708,20.475348286927005,238.57567126803366,-8.865086998604022,0.5441000000000004,0.44140592429191555,1.8600000000000014,0.0,0.0,0.9,0.05702710151672363,1.4916255474090576,0.008102039,0.01995851,-0.00153021,-2.0845936171350474,0.0,0.5441000000000001,40000,4.530808210372925,0.908318621110579,0.8391029156296109,3.2650327682495117,0.3000348684369301,0.27395862320196557,-4.0855728743424065,0.0,0.7391999999999999
2,10.058346033096313,-1.8138284150292574,11.275925454252548,73.67557203213724,-7.8774189764413975,0.6177500000000004,0.4419597690966908,1.7800000000000014,0.0,0.0,1.0,0.05610394477844238,1.4453611373901367,0.00999599,0.022566305,-0.005711859,-2.0575170969244687,0.0,0.6177499999999998,40000,6.167611837387085,0.9123316702349769,0.7622942516377191,5.29620885848999,0.26760317034158065,0.2564553802204269,-4.085395548333528,0.0,0.6596000000000001
3,10.058082580566406,-1.8627082563819384,12.760014046213954,91.84496323232719,-8.753649826505134,0.5845500000000005,0.4508611732007984,1.7800000000000014,0.0,0.0,1.0,0.054500579833984375,1.4495770931243896,0.009916958,0.023790117,-0.0048522926,-2.0380362128702156,0.0,0.5845500000000002,40000,6.131260871887207,0.7961069453207912,0.7466961938512179,5.694446325302124,0.305421071349842,0.2911308337455548,-3.9251877328229887,0.0,0.5708000000000001
4,10.047919750213623,3.8540781267962467,56.213866496678605,703.976898407772,-10.005342853296717,0.5285500000000003,0.449282091229998,1.7900000000000014,0.0,0.5,0.9,0.05617928504943848,1.4236021041870117,0.008267438,0.023701746,-0.0017560478,-1.4488247789035693,0.5,0.5285500000000003,40000,5.997901916503906,0.9439914451216023,0.8740275756135278,5.7267303466796875,0.29569479332776033,0.27886975522280555,-3.0913268658945343,0.0,0.5856000000000001
5,9.749088048934937,-1.7533882327718462,11.478019489036853,81.70057794039482,-7.588968172957358,0.5339500000000004,0.437473310614488,1.7100000000000013,0.0,0.0,0.9,0.05432701110839844,1.4133579730987549,0.008151978,0.021064369,-0.0046487795,-1.4792811242903972,0.0,0.5339500000000001,40000,5.614295244216919,1.591088110999016,0.8052797066393853,4.9110939502716064,0.30806063979673,0.2780525103605357,-2.0503286081335945,0.0,0.5272
6,9.750206470489502,-2.9366170730653223,8.803608716525954,54.46188363187493,-7.357427797808856,0.5172500000000003,0.44019079670070377,1.8100000000000014,0.0,0.0,1.0,0.05322551727294922,1.4018983840942383,0.009976545,0.02265893,-0.0054463376,-1.6250147191678896,0.0,0.51725,40000,6.814100503921509,0.8260017219997969,0.7257915759194794,5.38138484954834,0.2997565783495159,0.28392355736990693,-0.042256632267076634,0.0,0.442
7,9.94913649559021,4.597325810186863,70.97634401100419,963.847004760863,-7.27377380350308,0.3961500000000002,0.33142069564226095,1.6100000000000012,0.0,0.5,1.0,0.054604530334472656,1.4480187892913818,0.009771003,0.025014864,-0.0012518219,-1.0027806662324144,0.5,0.39615000000000017,40000,6.289413690567017,0.9664047372767759,0.9028232877452576,5.32767391204834,0.3831372124321302,0.3484395707007702,-0.8903322201473369,0.0,0.40760000000000013
8,9.960835456848145,-2.311895788922042,9.878326447128826,73.5264942047711,-10.71399928184541,0.3973000000000002,0.3522551773927534,1.7200000000000013,0.0,0.0,1.0,0.05516648292541504,1.485670804977417,0.009892719,0.02308265,0.00074392546,-1.1336921785013772,0.0,0.3972999999999998,40000,6.499968767166138,2.5005742491432277,0.7654269864644728,5.185425758361816,0.37230093799733516,0.34597580213269385,-0.43186091290903567,0.0,0.4151999999999999
9,10.155136346817017,0.3444198536977363,36.87319397710734,502.7400892759385,-8.227047660024589,0.41435000000000016,0.2944071627865058,1.300000000000001,0.0,0.0,0.9,0.05433845520019531,1.415266513824463,0.008176531,0.0528364,-0.0021271198,-0.9858809752814658,0.0,0.4143500000000001,40000,6.150468111038208,0.9596450148200821,0.9024944018300175,5.113588571548462,0.33890968292298884,0.3376495307555333,-0.7480138196015872,0.0,0.4292
