iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,cost_mean,cost_std,cost_max,cost_min,rollout_success,step,time_vpg,time_npg,kl_dist,surr_improvement,surr_cost_improvement,running_score,success_rate,average_cost,num_samples,time_VF,VF_error_before,VF_error_after,eval_score,eval_success,eval_avg_cost
14,10.354556798934937,-3.5313535490758516,6.19368046137832,37.8282419361667,-10.579734073612347,185.33,46.224464301925664,359,61,0.0,0.0,0.08073711395263672,1.846318244934082,0.0,0.0,0.0,-2.506566429119634,0.0,185.33,40000,11.08512544631958,0.9031256414773664,0.5594492009178451,-4.320433742585586,0.0,179.88
15,10.266637802124023,-2.7714843114603447,10.293870917753262,87.95987947396263,-9.904430749292153,179.59,48.68862187410936,365,66,0.0,1,0.08361053466796875,1.8543915748596191,0.009933765,0.0058452743,-0.020097235,-2.533058217353705,0.0,179.59,40000,10.156259775161743,0.6303277392442226,0.5552129686689349,-4.07066290757288,0.0,170.16
16,10.50108790397644,-3.2437245814369104,7.5965924041487805,58.6938525867416,-12.037548467861205,172.09,45.459783325484516,307,43,0.0,0.0,0.07622671127319336,1.8930602073669434,0.0,0.0,0.0,-2.604124853762025,0.0,172.09,40000,10.068981647491455,0.7176600306085925,0.6341340172295203,-4.07066290757288,0.0,170.16
17,10.279277086257935,-0.0956136603673184,26.840614648526568,347.62657901461773,-8.631085279882624,175.91,45.33036399589132,337,55,0.5,0.0,0.07741713523864746,1.7798471450805664,0.0,0.0,0.0,-2.3532737344225545,0.5,175.91,40000,10.055001020431519,0.8700484266503533,0.6406224509399057,-4.07066290757288,0.0,170.16
18,10.174613237380981,-3.5417261902382493,6.012483183883079,52.06942716573154,-7.5347258267675485,177.535,47.37508601575305,375,52,0.0,1,0.07565975189208984,1.8428714275360107,0.009998899,0.0016014186,-0.019552497,-2.472118980004124,0.0,177.535,40000,9.9568452835083,1.4763802929135708,0.6344432829031779,-3.9548718731073813,0.0,169.48
19,10.255594253540039,-2.107925903380976,10.185833875960117,68.68110978500467,-8.063332806935732,168.105,37.27108765517851,271,38,0.0,0.0,0.07967424392700195,1.8515000343322754,0.0,0.0,0.0,-2.4356996723418094,0.0,168.105,40000,9.851454257965088,0.6695652813450341,0.561872209153146,-3.9548718731073813,0.0,169.48
20,10.086295366287231,-3.297482009859457,5.383144937593942,30.63600744119528,-12.303488299717214,170.445,41.35839666863308,309,83,0.0,0.0,0.07674431800842285,1.8243165016174316,0.0,0.0,0.0,-2.5218779060935743,0.0,170.445,40000,9.887900829315186,0.8194572858411298,0.6021126669357129,-3.9548718731073813,0.0,169.48
21,10.778823375701904,-2.1996650303282372,10.81149436030123,72.24211500828638,-9.010247715716106,169.795,42.93882829095363,285,48,0.0,0.0,0.08035111427307129,1.8525776863098145,0.0,0.0,0.0,-2.489656618517041,0.0,169.795,40000,9.464627504348755,0.6166113857315622,0.48455575213738983,-3.9548718731073813,0.0,169.48
22,10.275390625,-3.286011591240739,6.658365403934607,49.913631254891634,-7.828850215727043,170.865,40.20107927655674,300,61,0.0,0.0,0.0798029899597168,1.8556852340698242,0.0,0.0,0.0,-2.5692921157894104,0.0,170.865,40000,8.442641973495483,0.7837675733698594,0.49576321969114234,-3.9548718731073813,0.0,169.48
23,10.26796817779541,-2.7666751108438636,14.664667096871748,189.82501303824014,-11.40845158895343,171.445,43.868975084904825,370,58,0.0,0.0,0.08113312721252441,1.8618433475494385,0.0,0.0,0.0,-2.5890304152948556,0.0,171.445,40000,10.01422119140625,0.9461681075238147,0.7704309501551321,-3.9548718731073813,0.0,169.48
24,10.255086660385132,-1.403537405240042,11.924914808986784,63.29666805403838,-8.023563587415905,167.865,49.92911750672146,363,4,0.0,1,0.07765603065490723,1.8200607299804688,0.009949439,0.00390412,-0.020266484,-2.4704811142893743,0.0,167.865,40000,9.475048780441284,0.7225737115651313,0.5506315541244358,-3.7989499731123693,0.0,165.44
25,10.496587753295898,-2.9721939659279384,7.244557431525781,41.43735671788434,-10.423749326545684,163.77,44.48783092037642,296,26,0.0,0.0,0.07454800605773926,1.848886251449585,0.0,0.0,0.0,-2.5206523994532306,0.0,163.77,40000,9.95103144645691,0.8573189360363646,0.5563912773857146,-3.7989499731123693,0.0,165.44
26,10.460371017456055,-2.6293435437949815,8.239944609930907,61.231866681283556,-7.588303728816002,164.21,37.41424728629456,264,73,0.0,0.0,0.07833600044250488,1.8664064407348633,0.0,0.0,0.0,-2.5315215138874056,0.0,164.21,40000,11.018441915512085,0.7209665871200244,0.5624631221318527,-3.7989499731123693,0.0,165.44
27,10.158045530319214,-3.108771805148524,7.905384306519561,60.32860884273163,-8.889104871735912,167.015,42.2554703559196,265,42,0.0,0.0,0.07381105422973633,1.876142978668213,0.0,0.0,0.0,-2.5892465430135174,0.0,167.015,40000,10.59434199333191,0.6995120597056181,0.5264431887118505,-3.7989499731123693,0.0,165.44
28,10.565403938293457,-3.0229943879831764,7.390074105536099,66.13719995709366,-8.661686673993481,165.96,41.691106965394916,281,43,0.0,1,0.07822132110595703,1.7724931240081787,0.009983261,0.003298218,-0.01997638,-2.6326213275104835,0.0,165.96,40000,9.807273387908936,0.6824960054042752,0.5033230363354427,-3.5477166332150603,0.0,157.84
29,10.257776260375977,-1.8895886799867878,9.281239110117932,70.15291557978512,-7.725252284193592,157.28,44.90391519678435,342,30,0.0,0.0,0.07435107231140137,1.7962422370910645,0.0,0.0,0.0,-2.5583180627581137,0.0,157.28,40000,9.918586492538452,0.6719519829132911,0.4965930828049208,-3.5477166332150603,0.0,157.84
30,10.357377767562866,-2.020468931475167,10.210249166896105,72.26282991474878,-7.6670445069130615,159.365,38.36602370587809,286,53,0.0,0.0,0.07468414306640625,1.8916749954223633,0.0,0.0,0.0,-2.504533149629819,0.0,159.365,40000,9.286407709121704,0.6111162681302915,0.4949160466194496,-3.5477166332150603,0.0,157.84
31,10.304713249206543,-2.125293866988853,10.457401087334528,80.28083760904948,-10.976746758894295,159.625,42.745343313628915,292,32,0.0,0.0,0.0766148567199707,1.790503978729248,0.0,0.0,0.0,-2.4666092213657227,0.0,159.625,40000,10.097825050354004,0.6151156071332065,0.43868293889742227,-3.5477166332150603,0.0,157.84
32,10.55754542350769,4.472196562976501,62.46230859088902,652.6639926600608,-8.031322205108783,154.135,41.10701612863672,251,42,0.5,1,0.07487845420837402,1.7862613201141357,0.009966547,0.003455345,-0.019842276,-1.7727286429315003,0.5,154.135,40000,10.501908540725708,0.9416271279932376,0.6987674684773618,-3.519939380033356,0.0,151.88
33,10.356381893157959,-3.252487411084976,4.839839417580663,38.54318225492575,-7.579825187749802,151.365,43.480245801973105,264,9,0.0,1,0.07543587684631348,1.8374638557434082,0.009917737,-0.005815236,-0.020289844,-1.920704519746848,0.0,151.365,40000,11.09192156791687,20.200486565736064,0.6548316320374256,-1.0257018154370843,0.0,144.16
34,10.260515451431274,-1.7961509690172062,11.466289930357735,74.41980362790399,-7.348847488257249,145.125,42.66684163375583,257,14,0.0,1,0.0814518928527832,1.827408790588379,0.009927731,0.0068927365,-0.01942015,-1.908249164673884,0.0,145.125,40000,10.288797616958618,0.8752059896224338,0.5615423005177935,-0.9020564438669393,0.0,133.76
35,10.852808952331543,-0.4016540980517227,17.880583854710665,195.9643875983528,-10.547833172483998,144.475,45.128476320389986,268,5,0.0,0.0,0.08150744438171387,1.854691505432129,0.0,0.0,0.0,-1.7575896580116679,0.0,144.475,40000,8.950484991073608,0.7404784704386905,0.5679663375268125,-0.9020564438669393,0.0,133.76
36,10.16707968711853,-2.5232885249788835,10.646603641827308,99.38575794491555,-9.457303609852085,143.045,41.89573934184716,256,29,0.0,1,0.07717609405517578,1.7913062572479248,0.009876744,0.0024321792,-0.01941918,-1.8341595447083896,0.0,143.045,40000,9.058241605758667,0.8040333807164846,0.37160703737756823,-2.852987306869777,0.0,116.28
37,10.71459436416626,-0.6581989594064254,13.451805552716573,84.52665820529347,-12.744486259573137,133.455,43.869556357455906,272,13,0.0,1,0.07686877250671387,1.8253920078277588,0.009942346,0.005204065,-0.0203397,-1.7165634861781933,0.0,133.455,40000,9.276841878890991,0.651692950782894,0.48916441904835034,-0.652626760994822,0.0,112.28
38,10.456641912460327,1.2360158859493462,31.33438784083489,408.10842243188546,-11.66385137474765,131.3,43.258062832262844,254,0,0.5,1,0.08143997192382812,1.9030413627624512,0.009921777,0.0048742476,-0.019229196,-1.4213055489654394,0.5,131.3,40000,9.841456174850464,0.9238273776077457,0.6773853260603998,4.0382066202539475,0.0,104.88
39,10.254605054855347,-1.0908317937389802,12.441248087565695,74.41464208872813,-8.294943388677705,126.005,43.048751143325866,227,11,0.0,1,0.07646059989929199,1.7955749034881592,0.009960281,-0.0065365504,-0.020652195,-1.3882581734427935,0.0,126.005,40000,9.149588823318481,1.62533127513343,0.6457565956973309,1.4576665379200764,0.0,103.04
40,10.362153768539429,-2.762170197940169,6.760461945652114,45.56822538881294,-8.906488175035594,132.4,39.243980430124566,253,0,0.0,0.0,0.07521390914916992,1.8070847988128662,0.0,0.0,0.0,-1.525649375892531,0.0,132.4,40000,8.73206615447998,0.8943697003647478,0.6292795222273272,1.4576665379200764,0.0,103.04
41,9.65815281867981,2.144405735513711,64.34295951234263,885.9656272609226,-13.440029290491683,130.92,41.336951992134104,250,28,0.5,0.0,0.07891082763671875,1.796262264251709,0.0,0.0,0.0,-1.1586438647519066,0.5,130.92,40000,8.73388957977295,0.9477505763617615,0.6544952613458663,1.4576665379200764,0.0,103.04
42,10.699000358581543,-1.5837165174271026,11.992578843788401,61.35581606501731,-7.830167629394096,124.7,42.7356993624768,216,2,0.0,0.0,0.08202934265136719,1.7800748348236084,0.0,0.0,0.0,-1.2011511300194262,0.0,124.7,40000,9.48783254623413,1.3599156521320765,0.529359415177665,1.4576665379200764,0.0,103.04
43,10.280064582824707,-2.0321745740182777,11.166709514118219,82.60363932542153,-10.695202216615439,124.855,40.7952690271801,221,17,0.0,0.0,0.07673525810241699,1.8024921417236328,0.0,0.0,0.0,-1.2842534744193113,0.0,124.855,40000,10.373394966125488,0.8074010824258581,0.576315926643822,1.4576665379200764,0.0,103.04
44,10.461180925369263,-0.8355015607578925,15.456809478624884,147.24054293286918,-10.887296196215464,122.925,42.196911913077244,267,0,0.0,1,0.07673454284667969,1.794118881225586,0.009965481,0.0067937775,-0.019951778,-1.2393782830531694,0.0,122.925,40000,10.037307977676392,0.7024191068967859,0.4226572533352522,3.026469221032406,0.0,99.64
45,10.458332777023315,-1.809821090060659,10.508506118307151,79.387957070337,-11.62673606256414,122.295,40.34585449584628,219,0,0.0,0.0,0.07790255546569824,1.815537452697754,0.0,0.0,0.0,-1.2964225637539184,0.0,122.295,40000,9.958297967910767,0.8679185844910005,0.5430423746817564,3.026469221032406,0.0,99.64
46,10.576055765151978,-1.5463584942534578,11.23017192964041,74.2150417263965,-8.571406583351868,122.595,40.97768874643859,226,0,0.0,1,0.07915353775024414,1.786360502243042,0.0099257305,0.0060544596,-0.020151546,-1.3214161568038723,0.0,122.595,40000,9.106578350067139,0.513688684995792,0.35803582636713677,-0.9269775731339339,0.0,101.0
47,10.352270364761353,-3.3728058858239063,4.98859372667946,44.53141336664311,-8.102169298331516,122.025,38.44755356326329,241,22,0.0,1,0.07488417625427246,1.7940666675567627,0.009923413,0.0011369314,-0.018823644,-1.5265551297058757,0.0,122.025,40000,9.017513990402222,1.2787849228181156,0.42248550530907625,2.5420752229227817,0.0,87.56
48,10.408933877944946,-1.75366559130186,10.776779085895623,61.67757451529552,-7.756674229347112,116.42,42.23758515824502,220,10,0.0,1,0.08172750473022461,1.878556728363037,0.009944977,0.0076582367,-0.020067472,-1.5492661758654742,0.0,116.42,40000,8.991609811782837,0.6213121471784396,0.31973371233624837,-0.6786562858726276,0.0,75.08
49,10.453464984893799,-1.3509518967608258,11.805382288807039,88.42904643335343,-10.058825335335982,110.595,43.25876760842823,231,0,0.0,0.0,0.07672476768493652,1.7939276695251465,0.0,0.0,0.0,-1.5294347479550094,0.0,110.595,40000,10.063505172729492,0.5725296243351298,0.32937092353745084,-0.6786562858726276,0.0,75.08
50,10.464731216430664,-2.990968343448053,7.147040230220672,52.702181831534794,-9.676518924497039,107.58,40.3919992077639,227,5,0.0,0.0,0.07686042785644531,1.8180084228515625,0.0,0.0,0.0,-1.6755881075043138,0.0,107.58,40000,10.078951358795166,0.739954484484187,0.3146560126073417,-0.6786562858726276,0.0,75.08
51,10.553629636764526,1.1683514492741154,38.99803624338488,526.3995075912669,-8.425015241543067,109.83,39.579427737146474,206,3,0.5,1,0.07804989814758301,1.7749640941619873,0.009969873,0.0027169788,-0.018288735,-1.391194151826471,0.5,109.83,40000,9.463720321655273,0.9310638085752259,0.524835619875142,1.3440041413277422,0.0,80.4
52,10.459163665771484,-1.5359552530263267,9.370903335714583,54.307262941535555,-6.876592840396044,106.085,42.42744129687766,228,2,0.0,1,0.08560657501220703,1.7732856273651123,0.009987823,-0.00447822,-0.020564092,-1.4056702619464565,0.0,106.085,40000,9.52195119857788,10.438380112360088,0.6984399368987542,-3.189274941115915,0.0,69.68
53,9.692579984664917,-1.2712206972768976,11.2042123028541,61.30498528575104,-9.781780892639647,109.86,41.07530158136395,212,0,0.0,0.0,0.08036565780639648,1.8398141860961914,0.0,0.0,0.0,-1.3922253054795006,0.0,109.86,40000,10.013244390487671,0.790107062318893,0.6348232011718487,-3.189274941115915,0.0,69.68
54,10.301893472671509,-1.1306254134453897,11.836317030253216,91.08287373845302,-9.561781571044756,107.875,41.40892868693901,214,6,0.0,1,0.08059358596801758,1.80682373046875,0.00993936,0.0043226797,-0.019907454,-1.3660653162760896,0.0,107.875,40000,9.708011627197266,0.7553723219723036,0.47524719967304624,-3.1764766605044503,0.0,65.04
55,10.353602170944214,-1.5998955619130004,9.362276836198271,70.05510514260632,-10.414207793246613,99.81,40.66711078992458,207,13,0.0,1,0.0769650936126709,1.8338379859924316,0.009955515,0.006303826,-0.019902445,-1.3894483408397809,0.0,99.81,40000,9.417053699493408,0.7736214576678079,0.42745633484676554,-2.363750462035275,0.0,61.16
56,10.61462688446045,-0.55635754574082,17.226349339962997,171.33717954137197,-14.1611632408306,98.18,39.048400735497474,198,4,0.0,0.0,0.07721662521362305,1.8586623668670654,0.0,0.0,0.0,-1.3061392613298848,0.0,98.18,40000,10.415448904037476,0.5791576085909628,0.3019978594917379,-2.363750462035275,0.0,61.16
57,10.70514726638794,-1.5639669944885355,9.751477647170663,57.4951820780208,-8.686571291315401,94.605,41.40518053335839,205,0,0.0,1,0.07889389991760254,1.870359182357788,0.009994296,-0.00049401855,-0.01978861,-1.3319220346457499,0.0,94.605,40000,10.396157026290894,0.9003201482951386,0.3750624747551494,-2.3929625535212593,0.0,55.56
58,10.191740989685059,-1.0206647107377789,11.839119088279974,67.25639531769757,-11.684947275254304,91.985,39.91860186679889,191,0,0.0,0.0,0.07614803314208984,1.7575733661651611,0.0,0.0,0.0,-1.300796302254953,0.0,91.985,40000,9.714024782180786,0.6364140874857998,0.3465329510593862,-2.3929625535212593,0.0,55.56
59,10.161516904830933,-1.4525883004169287,13.191315063169682,132.1245440594157,-8.772572336538648,97.13,39.5071272051006,189,13,0.0,0.0,0.07550501823425293,1.833639144897461,0.0,0.0,0.0,-1.3159755020711505,0.0,97.13,40000,9.871581554412842,0.677472365995895,0.3470906068741353,-2.3929625535212593,0.0,55.56
60,10.362025022506714,-1.410033730292816,11.697050689231585,74.87848385874756,-11.994379460366408,96.645,38.87825838434639,225,4,0.0,1,0.08000826835632324,1.801565408706665,0.0099794855,0.003551486,-0.019050196,-1.3253813248933173,0.0,96.645,40000,8.945653200149536,0.7038244142722856,0.3687695975760693,-3.5417170319670612,0.0,72.44
61,10.457791566848755,0.6791267634459536,17.44853006385214,122.39177214604085,-11.20267360663719,89.605,42.506575667771685,194,0,0.0,0.0,0.07868766784667969,1.889535665512085,0.0,0.0,0.0,-1.12493051605939,0.0,89.605,40000,9.460404872894287,0.496934654124807,0.2799409007156464,-3.5417170319670612,0.0,72.44
62,10.36026644706726,-2.0954518994466556,13.993040282661989,157.70311172046453,-7.951923708974311,90.4,41.11605525825647,228,4,0.0,1,0.07805132865905762,1.7947337627410889,0.009871253,0.00447538,-0.019892734,-1.2219826543981167,0.0,90.4,40000,9.314307451248169,0.5161184154247358,0.23889940689832545,-3.490243509892059,0.0,65.2
63,10.3567533493042,-0.7859031222637306,12.58824026050808,74.23713527056366,-6.842059071326343,89.145,38.250672869898644,191,1,0.0,0.0,0.0738070011138916,1.8196024894714355,0.0,0.0,0.0,-1.1783747011846781,0.0,89.145,40000,9.371196031570435,0.6555479902637503,0.3078901599090776,-3.490243509892059,0.0,65.2
64,10.363881587982178,-0.7397148983513171,14.618860789015102,126.0210323069471,-8.35118035369394,88.7,38.20798345895789,211,0,0.0,1,0.07797479629516602,1.796678066253662,0.009954084,0.004897087,-0.020912914,-1.1345087209013422,0.0,88.7,40000,8.678173303604126,0.57838121159561,0.3263405781583305,-2.7869174198808486,0.0,56.76
65,10.555531024932861,-0.15162242722899266,21.387018977140112,264.217828296202,-8.352532998779859,87.63,40.09554962835651,253,0,0.0,0.0,0.07573747634887695,1.794457197189331,0.0,0.0,0.0,-1.0362200915341073,0.0,87.63,40000,8.938146114349365,0.6491489669491879,0.22513277316756983,-2.7869174198808486,0.0,56.76
66,10.38568377494812,-0.5607988519943793,17.957311876412298,201.55408135375006,-9.45684922760115,86.445,38.82727102179601,188,14,0.0,1,0.08474516868591309,1.8483171463012695,0.009886516,-0.0004804211,-0.020224206,-0.9886779675801346,0.0,86.445,40000,8.872358560562134,0.8656970468193415,0.5733185574359647,-0.6459589708343505,0.0,52.68
67,10.375338077545166,-2.4079405626338404,9.330559586524704,77.36615649110877,-9.416970237898282,81.44,36.57630927253323,181,0,0.0,0.0,0.08192229270935059,1.8488729000091553,0.0,0.0,0.0,-1.1306042270855052,0.0,81.44,40000,8.82606816291809,0.9922448342957738,0.45994670943240795,-0.6459589708343505,0.0,52.68
68,10.057903528213501,-1.7969693240121716,10.435064869025672,68.6676222849554,-7.8435136444350855,85.435,38.09075708095075,244,0,0.0,0.0,0.07424807548522949,1.8645837306976318,0.0,0.0,0.0,-1.1972407367781719,0.0,85.435,40000,8.886769771575928,0.5113117244630154,0.3513689251777079,-0.6459589708343505,0.0,52.68
69,10.470983743667603,-3.0236730093479345,6.861759277250945,42.71566874764195,-10.45054887666287,85.575,37.056907250875646,183,5,0.0,0.0,0.07910394668579102,1.9109597206115723,0.0,0.0,0.0,-1.3798839640351481,0.0,85.575,40000,9.315789937973022,0.5396741144656195,0.3378933370044215,-0.6459589708343505,0.0,52.68
70,10.463742733001709,-2.185225747723931,9.934769981235885,68.84884095303627,-8.841073143851714,79.79,37.79677102610751,199,0,0.0,0.0,0.07789421081542969,1.8335051536560059,0.0,0.0,0.0,-1.4604181424040266,0.0,79.79,40000,9.653810501098633,0.3968964764778237,0.21240406491849753,-0.6459589708343505,0.0,52.68
71,10.802911758422852,-1.7484561450403135,9.578687660432001,61.36134753149799,-9.169497022409153,83.71,35.6086492302081,186,1,0.0,0.0,0.07758641242980957,1.7826251983642578,0.0,0.0,0.0,-1.4892219426676554,0.0,83.71,40000,8.905203819274902,0.5306170835351732,0.29741018507964284,-0.6459589708343505,0.0,52.68
72,10.358489751815796,-2.9524715234052303,7.211161913965663,66.87499126129653,-10.815344254472109,86.52,36.13806303608427,202,0,0.0,1,0.07631134986877441,1.7586705684661865,0.009843756,0.0025879357,-0.020561427,-1.635546900741413,0.0,86.52,40000,9.24957823753357,0.5134916584581608,0.2973992022201207,-0.2603852393600489,0.0,52.64
73,10.383772850036621,-0.8354580847500159,13.46952654941403,79.48394401493846,-6.749801710996243,76.145,35.573360468193044,177,0,0.0,0.0,0.07774782180786133,1.7637343406677246,0.0,0.0,0.0,-1.5555380191422732,0.0,76.145,40000,8.869653940200806,0.587507378789454,0.2688840410576447,-0.2603852393600489,0.0,52.64
74,10.455698251724243,-1.6178661903867968,11.207570474379645,78.3921607532813,-9.021883501315925,81.195,36.21556260780716,185,0,0.0,0.0,0.07723593711853027,1.7955310344696045,0.0,0.0,0.0,-1.5617708362667255,0.0,81.195,40000,9.415029048919678,0.4602349856962716,0.28154402558916275,-0.2603852393600489,0.0,52.64
75,10.413015604019165,-0.6096855751566186,17.136002748626993,133.28684408104445,-11.863092202270925,79.58,37.87523729298603,205,0,0.0,1,0.07836055755615234,1.8163526058197021,0.009958996,0.0044625346,-0.020489149,-1.4665623101557148,0.0,79.58,40000,9.436793327331543,0.5840216148540389,0.34652876506134206,-2.1296560112244225,0.0,57.76
76,10.360250473022461,-1.5279288940633762,11.394898584920885,64.25672700247833,-7.833785929523369,76.905,33.31915327555609,190,0,0.0,1,0.07477593421936035,1.825995683670044,0.009912842,0.0008662914,-0.019450981,-1.472698968546481,0.0,76.905,40000,9.382056951522827,0.8173288261065493,0.29921753249559635,-1.5938282987502026,0.0,61.2
77,10.48403286933899,-1.3813951240511255,10.873884083693623,61.55952160589775,-9.819966341831742,70.16,32.63501800213997,169,1,0.0,1,0.08080530166625977,1.7666652202606201,0.009946563,0.00339051,-0.021403044,-1.4635685840969457,0.0,70.16,40000,9.695863246917725,0.5158790420554673,0.35841896774790144,0.19407571065095575,0.0,41.44
78,10.354960203170776,-2.199155737841314,10.997202243173382,85.21629648203401,-10.345882809439702,69.97,34.01130841352623,172,0,0.0,0.0,0.07751345634460449,1.8305120468139648,0.0,0.0,0.0,-1.5371272994713825,0.0,69.97,40000,9.137715578079224,0.4421053359213819,0.21201045451277556,0.19407571065095575,0.0,41.44
79,10.309569835662842,-1.9499919906909293,11.189004830066182,65.8369768050909,-9.269030593804805,71.095,38.32004664663131,173,0,0.0,0.0,0.07481694221496582,1.8116185665130615,0.0,0.0,0.0,-1.5784137685933373,0.0,71.095,40000,8.79978895187378,0.5412386091412369,0.26830185399545053,0.19407571065095575,0.0,41.44
80,10.068160772323608,-2.1366997359362188,10.746901166889053,76.7661791924496,-6.6294127516140815,73.245,33.97035435493719,181,0,0.0,1,0.08082365989685059,1.7863397598266602,0.009956049,0.0015500392,-0.018780602,-1.6342423653276255,0.0,73.245,40000,8.484291553497314,0.5869005248412317,0.32576954966771193,0.3043571753985296,0.0,33.24
81,10.463979959487915,-2.056305347708231,10.58265718858104,77.63524254710964,-10.544948353185285,66.955,35.23596138889927,188,0,0.0,0.0,0.07922482490539551,1.8095920085906982,0.0,0.0,0.0,-1.6764486635656861,0.0,66.955,40000,8.22165060043335,0.536604422256178,0.26689205653268616,0.3043571753985296,0.0,33.24
